title,company,genre,year,rating,length,critic_score,number_of_critics,user_score,number_of_users,latitude,longitude,state_filmed
A Cloud Via Reality,Somehow Here,Documentary,2022,PG-13,71,16,1,74,611,46.0814,-116.2055,Idaho
The Soul On Heaven,Minute Sand,Horror,1998,R,75,36,45,27,1539,38.17369,-83.1349,Kentucky
A Flower But Respect,Minute Sand,Action,2003,R,85,96,35,7,2368,39.89583,-82.8494,Ohio
The Foot Towards Health,Fading Shrimp,Thriller,1988,PG-13,103,50,27,19,401,33.45622,-86.93666,Alabama
The Eye Until Anxiety,Yellow Dinner,Comedy,1981,PG,102,5,78,13,1574,42.21038,-71.01866,Massachusetts
A Floor Following Fiction,Papersoft,Documentary,2006,R,118,3,3,66,146,44.19728,-72.50177,Vermont
The Wall Round Failure,Pulling Sally,Horror,2022,PG,98,64,80,82,1972,40.9709,-111.7760,Utah
The Bed Among Fiction,Sound Circle,Drama,1996,R,105,53,76,34,1110,34.06371,-84.27603,Georgia
A Cloud Following Touch,Huge Fish,Fantasy,2021,G,63,67,90,36,150,41.52346,-82.7263,Ohio
The Moon Excepting Speed,Final Cost,Comedy,2015,PG,69,50,59,61,646,31.9543,-95.3718,Texas
A Wall Despite Death,Somehow Here,Romance,2012,R,107,89,81,83,98,47.8677,-104.4028,Montana
A Boy Amid Feeling,Empty Mind,Comedy,1974,G,74,94,80,68,1565,35.3793,-81.19036,North Carolina
An Airplane After Fragility,Kind Soldier,Drama,1978,PG,63,22,22,18,482,32.1044,-91.9844,Louisiana
A Book Around Death,Sure Way,Musical,1988,G,110,1,60,82,168,41.5734,-90.3160,Illinois
The Thief Barring Clarity,Course Universe,Action,1976,PG-13,76,43,54,46,359,34.9960,-111.4099,Arizona
The Floor Around Feeling,Final Cost,Mystery,2004,R,119,20,48,42,1356,43.26117,-79.04755,New York
The Helicopter Behind Mercy,Kind Soldier,Drama,2019,R,100,9,38,51,1728,40.189,-74.99461,New Jersey
The Mountain Into Mercy,Minute Sand,Mystery,1976,G,80,5,93,87,2267,36.7352,-120.2050,California
A Helicopter Unlike Riches,Silent Vision,Horror,1992,G,95,85,73,61,2351,40.07364,-83.5569,Ohio
The Air Concerning Consistency,Sure Way,Action,2005,PG,61,61,50,87,2201,37.90814,-83.59908,Kentucky
An Eye Plus Time,Huge Fish,Science Fiction,2012,PG-13,90,76,15,66,2916,38.8746,-120.7739,California
A Door Opposite Thought,Empty Mind,Action,1979,G,91,61,24,32,401,29.9805,-95.6816,Texas
The Cow Following Truth,Empty Mind,Science Fiction,1992,G,94,91,3,45,536,44.51172,-72.88401,Vermont
A Car Against Pride,Huge Fish,Fantasy,1988,G,94,98,99,37,2928,28.07418,-82.47176,Florida
The Thing From Strength,Pulling Sally,Comedy,1985,PG,98,35,50,13,2570,41.21176,-73.43151,Connecticut
A Flower To Reality,Yellow Dinner,Romance,1974,R,102,36,60,41,406,26.28193,-80.12898,Florida
The Cloud Into Loss,Huge Fish,Musical,2006,PG-13,94,84,65,26,883,30.5194,-91.7599,Louisiana
A Man Opposite Honor,Kind Soldier,Comedy,2008,G,65,19,44,55,2278,44.6179,-123.3226,Oregon
The Finger After Pride,Final Cost,Mystery,1979,PG-13,67,3,68,66,1604,38.3329,-122.6548,California
The Airplane Above Loss,Huge Fish,Thriller,2013,PG,97,74,47,70,1621,41.5008,-123.6972,California
A Clown Considering Uncertainty,Somehow Here,Fantasy,1987,PG,91,16,14,89,1236,40.5851,-75.53963,Pennsylvania
A Bug Versus Truth,Solar Scratch,Fantasy,1983,PG,88,33,97,70,1518,37.45422,-88.37365,Kentucky
The Soldier During Wealth,Runaway Vehicle,Musical,2015,R,84,35,54,89,2279,39.97006,-84.19189,Ohio
A Leg Beneath Uncertainty,Empty Mind,Documentary,2007,PG,100,31,29,56,39,45.2623,-105.1932,Montana
A Train Towards Pain,Sure Way,Horror,1991,R,65,10,88,43,2691,36.6373,-121.7195,California
A Glacier Including Wealth,Solar Scratch,Thriller,1990,PG-13,65,11,66,54,1597,44.88747,-89.60234,Wisconsin
A Bed At Disrespect,Final Cost,Romance,2011,PG-13,93,26,26,76,152,42.69758,-74.25374,New York
A Mouth Within Luck,Sure Way,Drama,1990,G,97,45,69,8,605,34.79786,-84.68771,Georgia
A Shoe Concerning Fact,Somehow Here,Documentary,2000,G,118,82,35,70,2007,41.54311,-83.66605,Ohio
A Cow Versus Happiness,Kind Soldier,Comedy,1978,PG,70,78,97,29,1008,37.1738,-122.4245,California
The Cow Outside Mercy,Sure Way,Thriller,1980,G,88,31,54,34,1815,36.53126,-76.1841,North Carolina
A Lake On Calm,Final Cost,Thriller,1986,R,93,18,9,84,2275,40.73528,-82.8325,Ohio
A Diamond Excepting Patience,Sure Way,Action,1977,G,67,44,0,57,499,47.6551,-105.6777,Montana
An Atmosphere Against Space,Silent Vision,Romance,1994,PG-13,105,20,13,55,2576,36.93644,-88.22503,Kentucky
A Nose Except Touch,Somehow Here,Action,2012,PG,116,36,95,30,2613,32.5693,-109.0979,New Mexico
A Floor Towards Insanity,Fading Shrimp,Action,2007,R,105,67,43,63,1849,60.6390,-150.4633,Alaska
The Book For Riches,Kind Soldier,Documentary,2001,PG-13,102,71,24,75,2924,33.0622,-114.5153,Arizona
A Bug Like Hunger,Solar Scratch,Comedy,1977,G,99,54,91,54,93,31.3717,-98.1619,Texas
The Shirt Barring Fact,Runaway Vehicle,Romance,2013,PG,61,75,52,12,2100,37.5948,-92.4150,Missouri
The Bear Round Despair,Empty Mind,Science Fiction,1987,G,85,12,30,39,267,39.4389,-97.4965,Kansas
An Airplane Against Clarity,Somehow Here,Romance,2021,PG,115,3,88,47,1750,38.75687,-84.85931,Kentucky
A Cloud After Mercy,Silent Vision,Musical,1997,G,114,11,57,26,1727,44.0724,-103.7003,South Dakota
The Mouth Amid Hell,Yellow Dinner,Horror,2002,R,83,12,50,54,1428,39.0281,-108.4340,Colorado
A Bed Past Hell,Kind Soldier,Science Fiction,2005,R,89,51,4,6,990,35.99514,-80.36422,North Carolina
The Cow Save Dishonesty,Pulling Sally,Thriller,2005,R,103,34,64,3,2894,38.3198,-110.9259,Utah
The Bug Until Fragility,Runaway Vehicle,Drama,1974,R,77,11,72,43,193,44.71424,-67.43638,Maine
The Cow Excepting Clarity,Sure Way,Action,1998,R,111,41,71,52,2954,39.36726,-76.71556,Maryland
The Train Before Health,Solar Scratch,Fantasy,2003,G,87,46,3,49,731,40.7969,-121.2867,California
A Soul Excepting Feeling,Empty Mind,Thriller,2011,R,95,93,86,61,1634,34.74961,-77.9786,North Carolina
The Pencil Beside Riches,Minute Sand,Comedy,2002,G,100,58,27,86,1798,44.2511,-93.2562,Minnesota
The Valley Outside Heaven,Sound Circle,Fantasy,2000,G,112,44,11,39,1628,42.3567,-122.1525,Oregon
A Window Towards Rhythm,Fading Shrimp,Action,2015,PG-13,101,8,60,24,404,36.84209,-76.01299,Virginia
The Dog Upon Pain,Somehow Here,Documentary,2005,PG,77,46,42,5,1109,35.00614,-80.55916,North Carolina
The Blade Via Sleep,Minute Sand,Musical,2006,PG-13,94,80,80,57,1431,45.5985,-122.6447,Oregon
The Cow Toward Fear,Sound Circle,Thriller,1995,R,61,43,70,62,582,32.45014,-86.11663,Alabama
A Lake About Wealth,Light Box,Drama,2000,PG-13,78,1,44,72,1289,38.6423,-106.6880,Colorado
A Book Beneath Confusion,Runaway Vehicle,Documentary,1975,PG,83,57,67,97,2738,42.2640,-96.3003,Nebraska
The Book Beneath Hell,Light Box,Science Fiction,1984,PG,84,59,97,68,530,29.3169,-97.2422,Texas
The Thief Unlike Touch,Fading Shrimp,Fantasy,1997,G,92,83,2,36,1283,33.31345,-87.57084,Alabama
The Valley Given Speed,Silent Vision,Mystery,2003,G,112,68,42,6,1123,40.7495,-93.2369,Iowa
The Chair Through Speed,Light Box,Thriller,2000,PG,67,98,22,94,1325,39.2627,-100.2944,Kansas
The Man Via Mercy,Yellow Dinner,Thriller,1975,PG-13,63,26,53,89,2083,33.42667,-86.11111,Alabama
A Woman Aboard Freedom,Minute Sand,Horror,1984,PG,68,75,20,58,2291,28.07418,-82.47176,Florida
A Finger Toward Uncertainty,Final Cost,Comedy,1999,PG-13,77,92,26,67,185,32.4168,-90.1029,Mississippi
A Cat Except Humor,Somehow Here,Musical,2008,PG,72,64,23,73,951,35.81487,-79.03973,North Carolina
An Airplane Beside Luck,Silent Vision,Thriller,2013,PG,68,62,92,10,374,44.02979,-70.66062,Maine
The Bear Despite Luxury,Minute Sand,Documentary,1982,G,81,95,35,9,2752,40.84649,-74.1107,New Jersey
A Bear Excluding Poverty,Sure Way,Romance,1977,R,76,68,70,68,642,36.7143,-91.6325,Missouri
The Man Pending Clarity,Solar Scratch,Comedy,1979,G,71,56,33,79,1243,39.63984,-74.71988,New Jersey
A Dog Above Happiness,Sure Way,Drama,2019,R,102,9,52,73,369,39.1199,-120.2665,California
A Soul Below Calm,Fading Shrimp,Action,1976,PG,88,4,53,24,1203,35.3948,-87.3114,Tennessee
The Bird Of Death,Sound Circle,Musical,1994,R,112,47,71,32,435,41.0538,-111.7749,Utah
The Car Until Despair,Course Universe,Action,1994,PG,94,71,63,13,2639,45.7468,-112.2264,Montana
A Clown As War,Sound Circle,Musical,2000,PG,85,10,53,65,321,34.64905,-76.5302,North Carolina
The Window About Life,Somehow Here,Documentary,1977,G,85,15,96,10,1398,39.88813,-81.38456,Ohio
A World Pending Fiction,Silent Vision,Horror,1987,PG,101,50,88,87,1923,36.3151,-118.2531,California
A Soul At Disrespect,Papersoft,Romance,1985,PG,71,67,28,1,630,30.8614,-105.4792,Texas
The House Versus Confusion,Runaway Vehicle,Mystery,2011,PG,105,77,34,16,2780,34.0210,-98.7962,Texas
A Lake Since Uncertainty,Course Universe,Romance,2018,PG,101,86,5,56,2149,34.7607,-98.3234,Oklahoma
The Glacier Underneath Despair,Papersoft,Fantasy,2009,PG-13,103,57,29,54,1606,46.1855,-113.8046,Montana
The Thief Past War,Somehow Here,Horror,1986,R,85,17,2,35,2229,35.73174,-78.06776,North Carolina
A Door Behind Sight,Sound Circle,Drama,2010,PG-13,91,94,63,75,1926,26.3910,-98.7763,Texas
The Finger Unlike Fear,Huge Fish,Thriller,2016,PG-13,83,36,63,79,1610,46.3259,-120.0070,Washington
The Chair Until Clarity,Light Box,Documentary,1981,PG,115,83,88,47,1102,41.91232,-72.98788,Connecticut
A Book Opposite Heaven,Sound Circle,Drama,2006,PG-13,63,94,70,99,2678,44.7719,-117.8820,Oregon
A Window To Love,Runaway Vehicle,Comedy,1995,R,82,29,39,66,1945,34.7914,-92.6930,Arkansas
The Cow Toward Wisdom,Final Cost,Action,2012,PG,62,9,18,23,1287,29.8788,-90.7630,Louisiana
The Cat Including Luck,Minute Sand,Science Fiction,2011,R,102,8,10,95,1357,25.48817,-81.00007,Florida
A Valley Considering Hate,Light Box,Horror,1988,G,86,67,34,38,1194,43.3632,-115.1646,Idaho
A Rocket Behind Disrespect,Solar Scratch,Mystery,1994,G,76,54,42,54,2906,45.6745,-106.9471,Montana
The Bug Outside Pain,Final Cost,Drama,1993,G,79,84,31,0,88,31.8903,-98.0138,Texas
The Woman Upon Respect,Final Cost,Musical,1986,R,80,41,36,64,1220,46.5381,-113.2097,Montana
A Cloud Barring Hate,Yellow Dinner,Romance,2012,G,85,2,65,25,1936,39.94396,-79.93616,Pennsylvania
A Soldier Barring Despair,Huge Fish,Action,2007,PG-13,68,15,97,93,2963,44.4778,-91.5553,Wisconsin
A Pillow Excluding Fact,Course Universe,Documentary,1987,G,82,86,11,31,2045,34.9000,-91.9722,Arkansas
The Girl Unlike Space,Course Universe,Drama,1989,G,85,80,72,3,2015,41.4475,-91.5603,Iowa
The Couch Despite Death,Empty Mind,Thriller,2004,PG-13,106,39,56,86,79,47.4719,-107.2472,Montana
The Diamond Amid Loyalty,Solar Scratch,Drama,1995,PG,84,12,38,26,2894,43.0786,-121.2206,Oregon
The Pillow During Strength,Light Box,Documentary,2008,PG,98,23,41,62,2599,40.32981,-75.99438,Pennsylvania
The Boy Amid Sleep,Sound Circle,Fantasy,2001,G,98,33,61,56,1618,36.9327,-117.7145,{}
A Dog Before Fact,Pulling Sally,Comedy,2018,PG,110,70,37,62,282,31.8793,-108.2566,New Mexico
The Pillow Beyond Space,Silent Vision,Comedy,2009,R,91,27,99,48,2588,45.6342,-106.9251,Montana
A Man Of Mercy,Somehow Here,Musical,1990,R,113,54,11,63,2487,40.7025,-112.1838,Utah
A Couch Pending Thought,Silent Vision,Thriller,1996,PG-13,87,37,43,44,1116,25.15929,-80.92146,Florida
The Dog Above Mercy,Huge Fish,Action,1991,PG,109,0,2,76,2922,29.9844,-95.6530,Texas
The Bear Along Fact,Empty Mind,Action,2007,G,73,89,30,98,1207,32.13515,-89.40284,Mississippi
The Shirt Around Control,Sound Circle,Horror,2009,G,96,84,73,14,2573,33.4022,-111.2190,Arizona
The Couch Among Hate,Kind Soldier,Horror,1988,R,90,22,68,72,2007,43.1973,-99.1705,South Dakota
The Atmosphere Pending Luxury,Sound Circle,Thriller,1988,PG-13,103,9,11,2,2689,39.34143,-87.53141,Indiana
The Leg Inside Loyalty,Pulling Sally,Science Fiction,1990,PG,76,34,0,38,689,45.6312,-112.9962,Montana
A Glacier Of Humor,Somehow Here,Musical,2016,G,85,59,42,92,1761,51.6935,-177.0047,Alaska
The Chair Minus Reality,Fading Shrimp,Mystery,1989,G,115,21,42,31,965,38.07504,-87.58669,Indiana
A Bear Without Pride,Pulling Sally,Fantasy,1982,R,111,23,37,1,2025,32.4310,-105.2440,New Mexico
The Rocket Since Science,Fading Shrimp,Drama,2018,PG-13,104,84,42,19,392,38.54536,-82.75461,Kentucky
A Soldier Behind Fact,Kind Soldier,Musical,2020,G,116,21,42,94,2419,40.8280,-109.0280,Colorado
The Kite Onto Hope,Huge Fish,Musical,1987,R,76,56,33,23,673,29.78771,-89.97201,Louisiana
The Blade Over Riches,Fading Shrimp,Thriller,1980,R,116,98,57,12,2108,34.1676,-105.4973,New Mexico
A Cow Into Anxiety,Runaway Vehicle,Science Fiction,1977,PG-13,119,12,53,36,1053,34.8679,-93.6945,Arkansas
The Alien Amid Heaven,Fading Shrimp,Comedy,1991,PG,118,12,47,19,906,42.09282,-83.15659,Ontario
A Finger About Loss,Pulling Sally,Drama,2006,PG,110,96,13,54,621,46.9560,-122.1694,Washington
The Wall Given Health,Yellow Dinner,Musical,1983,R,93,92,37,31,1908,47.0114,-108.3190,Montana
The Road From Hell,Kind Soldier,Mystery,2019,G,110,65,18,35,2412,46.9528,-109.9882,Montana
The Pillow Off Disrespect,Final Cost,Horror,2009,PG,77,32,14,71,1855,62.3799,-163.7042,Alaska
A Valley After Love,Papersoft,Thriller,1987,R,107,3,1,75,633,36.079,-76.62,North Carolina
A Soul Like Calm,Somehow Here,Comedy,1994,PG-13,66,88,6,37,2864,45.6312,-122.6750,Oregon
The House Without Decay,Pulling Sally,Science Fiction,1993,R,84,9,70,87,1027,41.16892,-87.55087,Indiana
A Box Before Hate,Minute Sand,Horror,1986,G,94,78,86,69,2760,25.9505,-97.8792,Texas
A Train Between Fact,Course Universe,Romance,1985,PG,65,99,41,60,893,43.86278,-83.925,Michigan
A World Excluding Insanity,Final Cost,Musical,1982,R,66,14,67,81,155,42.59618,-77.24887,New York
The Pillow Via Consistency,Minute Sand,Comedy,2000,PG-13,116,13,65,34,279,25.9639,-97.9170,Texas
The Thing During Wealth,Huge Fish,Mystery,1982,R,93,64,10,94,2412,44.0919,-120.6135,Oregon
A Book Considering Patience,Runaway Vehicle,Comedy,1979,R,105,8,28,0,1566,44.84067,-68.71339,Maine
A Flower Under Pain,Silent Vision,Comedy,2021,PG,96,54,86,69,1055,35.5153,-117.9125,California
A Kite Of Fact,Fading Shrimp,Comedy,1982,R,73,69,58,34,2676,33.7242,-115.9474,California
The Airplane Among Disrespect,Silent Vision,Fantasy,1985,PG,69,21,30,12,1187,35.65479,-84.75105,Tennessee
The Bear Including Rhythm,Papersoft,Action,1975,PG,69,7,6,93,2253,48.9750,-95.7527,Manitoba
A Wall Beside Truth,Runaway Vehicle,Drama,2001,R,116,7,66,54,2747,38.3792,-91.5445,Missouri
The Mountain Into Freedom,Course Universe,Science Fiction,1975,G,74,30,38,74,1295,36.4026,-90.8154,Missouri
A Boy Without Decay,Sure Way,Drama,1989,PG-13,86,14,55,23,1900,47.87906,-90.06787,Ontario
The Finger Past Freedom,Fading Shrimp,Fantasy,1979,PG,61,19,13,8,1792,33.9911,-103.4686,New Mexico
A Bear Beside Heaven,Kind Soldier,Musical,1984,PG,81,95,29,59,2228,41.96475,-87.68395,Illinois
A Train Regarding Death,Silent Vision,Action,2012,G,63,78,98,36,2983,45.7547,-98.5906,North Dakota
A Thief Per Fiction,Solar Scratch,Documentary,1986,PG-13,88,56,2,27,2186,46.67504,-67.87225,New Brunswick
The Box Until Consistency,Solar Scratch,Horror,2018,G,81,66,9,0,332,41.43259,-74.00014,New Jersey
A Soul After Speed,Light Box,Mystery,1983,R,85,56,31,22,2625,33.0895,-103.0381,New Mexico
The Air Regarding Feeling,Runaway Vehicle,Documentary,1984,PG,66,13,69,89,639,31.4070,-91.0117,Mississippi
The Foot Beneath Sight,Yellow Dinner,Mystery,1989,PG-13,85,4,91,79,2609,44.8708,-93.8780,Minnesota
A Book Upon Thought,Sure Way,Documentary,1999,R,108,91,38,70,99,43.01896,-75.67102,New York
A Pillow In Space,Solar Scratch,Horror,1980,R,102,55,17,57,513,37.76874,-75.53493,Virginia
The Book With Feeling,Yellow Dinner,Fantasy,2014,PG,96,96,7,41,2639,31.3505,-110.5100,Arizona
A Nose Since Calm,Light Box,Fantasy,2005,R,66,69,53,75,1465,41.7414,-122.5467,California
The Kite But Truth,Solar Scratch,Romance,1989,PG-13,97,0,78,6,1596,45.0629,-120.2402,Oregon
The Bear Beside Sight,Minute Sand,Romance,1994,PG-13,68,75,74,86,1729,40.75438,-75.6114,Pennsylvania
The Airplane Below Loss,Runaway Vehicle,Drama,1994,R,99,22,59,4,2154,42.5367,-97.6448,Nebraska
The World Along Respect,Huge Fish,Romance,1991,G,85,31,74,66,2481,38.8050,-123.3998,California
A Clown From Comfort,Kind Soldier,Drama,1979,G,75,94,94,12,2272,46.3180,-100.0950,North Dakota
The Soldier Like Hope,Minute Sand,Science Fiction,2012,G,97,21,49,58,1444,19.4651,-155.8253,Hawaii
A Kite Except Patience,Papersoft,Romance,1989,G,83,28,63,42,1323,45.1083,-88.88177,Wisconsin
The House Barring Space,Yellow Dinner,Drama,1978,PG,84,25,49,80,2111,45.29672,-69.33366,Maine
A Blade Below Pride,Solar Scratch,Drama,2017,PG,100,22,83,84,2507,37.09889,-76.49528,Virginia
The Air Aboard Patience,Kind Soldier,Action,1986,PG-13,91,22,9,24,648,32.8849,-105.5759,New Mexico
A Glacier Underneath Success,Huge Fish,Science Fiction,1981,PG-13,114,55,47,23,434,35.53232,-83.48655,North Carolina
A Blade Plus Fact,Solar Scratch,Science Fiction,2004,PG-13,75,78,71,55,1309,40.1119,-107.1875,Colorado
A Leg Concerning Loss,Light Box,Fantasy,2000,PG,83,18,54,80,1706,40.36037,-76.4583,Pennsylvania
The Finger Over Death,Fading Shrimp,Horror,1995,R,68,7,45,40,1496,33.4097,-112.1294,Arizona
The Robot Before Comfort,Fading Shrimp,Drama,2009,PG,100,92,55,68,1030,35.26508,-87.28974,Tennessee
A Wall Versus Fact,Somehow Here,Comedy,2003,PG-13,99,85,45,64,2804,35.8125,-118.9725,California
The World Unlike Luxury,Sure Way,Drama,2004,PG,114,12,84,66,2338,41.0471,-105.0876,Colorado
The Nose Following Decay,Light Box,Science Fiction,2018,PG,81,72,44,26,52,32.3750,-90.1959,Mississippi
The House Before Health,Solar Scratch,Science Fiction,1986,R,115,41,33,20,889,30.13104,-85.60326,Florida
A Nose Above War,Light Box,Romance,2007,R,111,84,66,37,2344,43.54514,-70.8407,Maine
A Fruit Upon Touch,Minute Sand,Romance,2002,R,60,20,30,91,252,39.2918,-122.3680,California
A Pillow In Freedom,Kind Soldier,Documentary,2015,R,73,82,70,50,352,29.7464,-96.3795,Texas
The Foot Considering Fear,Kind Soldier,Fantasy,1986,R,62,12,92,29,1557,34.3938,-102.8963,Texas
The Pencil Beneath Uncertainty,Runaway Vehicle,Drama,2019,PG,76,36,12,10,352,34.1151,-96.6148,Oklahoma
A Dog Against Loyalty,Silent Vision,Comedy,2003,PG,96,70,50,64,2837,30.0474,-100.9940,{}
A Window Unlike Science,Runaway Vehicle,Musical,1998,PG,75,94,47,13,485,39.51816,-76.30274,Maryland
The Bear Aboard Insanity,Sure Way,Comedy,2021,PG,117,90,39,46,1808,42.4224,-121.2740,Oregon
A Child Outside Comfort,Huge Fish,Science Fiction,1997,PG,109,14,22,62,1001,36.75376,-77.78388,Virginia
The Clown Without Loyalty,Papersoft,Thriller,2005,PG,92,36,41,91,2664,32.60101,-80.99261,South Carolina
A Lake Barring Failure,Kind Soldier,Science Fiction,1978,PG-13,87,7,76,26,1452,41.93868,-78.46613,New York
The Blade Beside Science,Light Box,Drama,2009,PG-13,84,16,17,56,379,31.92321,-86.21191,Alabama
A Dog Concerning Hate,Sound Circle,Fantasy,2019,R,61,40,85,65,531,67.1259,-149.8691,{}
A Road Unlike Time,Pulling Sally,Action,1999,G,112,60,1,88,798,43.9784,-75.89548,New York
The Floor Minus Happiness,Somehow Here,Romance,1990,PG,90,14,55,10,1189,59.9001,-147.9389,{}
A Cat Before Reality,Somehow Here,Fantasy,1985,PG,93,61,44,89,1731,40.49174,-78.58307,Pennsylvania
A Rocket Off Humor,Empty Mind,Musical,1987,PG-13,118,17,82,40,1988,42.80639,-73.93611,New York
The Shoe Under Loyalty,Solar Scratch,Thriller,1985,G,86,92,99,40,840,30.28269,-89.8009,Louisiana
A Kite Outside Insanity,Sound Circle,Documentary,1991,PG,99,44,4,22,936,36.8668,-80.41561,Virginia
The Finger Outside Comfort,Solar Scratch,Horror,2015,PG-13,89,77,88,90,2045,39.9191,-97.6136,Nebraska
The Road Toward Poverty,Silent Vision,Fantasy,2003,PG-13,68,95,9,97,2525,38.8505,-91.8252,Missouri
A Chair Beside Time,Sound Circle,Musical,1992,R,97,70,78,40,408,44.6005,-114.3651,Idaho
The Airplane For Touch,Huge Fish,Science Fiction,1999,PG,64,79,72,46,1032,33.4027,-97.4972,Texas
A Door Opposite Dishonesty,Sound Circle,Documentary,2011,PG-13,85,69,69,59,1231,39.0688,-119.4956,Nevada
The Chair Onto Fear,Yellow Dinner,Drama,2001,PG-13,71,66,42,79,1284,44.7100,-116.0591,Idaho
The Robot To Heaven,Pulling Sally,Action,2000,PG-13,70,69,25,42,1784,32.7731,-90.8797,Mississippi
The Diamond Below Poverty,Yellow Dinner,Documentary,1989,G,111,97,7,34,1205,40.8165,-122.0101,California
The Clown Near Humor,Somehow Here,Drama,1976,R,102,19,68,67,893,44.5963,-94.1729,Minnesota
A Wall During Hell,Fading Shrimp,Musical,1994,PG,109,26,89,10,2777,34.3813,-118.8159,California
A Flower After Confusion,Solar Scratch,Horror,1985,G,114,15,21,73,2283,38.8473,-122.9605,California
A Thief Aboard Hunger,Empty Mind,Horror,2003,R,69,75,62,6,410,36.3204,-97.1768,Oklahoma
A Couch Excepting Despair,Somehow Here,Action,1994,PG,87,33,70,98,2818,42.40537,-71.12116,Massachusetts
A Tree About Fear,Empty Mind,Comedy,2008,R,90,71,53,6,2603,35.22039,-82.05067,South Carolina
A Clown Against Clarity,Sound Circle,Fantasy,2015,R,117,37,13,76,2640,34.6802,-77.0917,North Carolina
A Floor To Luck,Sound Circle,Documentary,1976,PG,70,22,2,22,458,38.71958,-89.76782,Illinois
The Thing Before Death,Kind Soldier,Comedy,1980,PG-13,118,49,50,74,1774,45.7983,-94.2093,Minnesota
A Moon Considering Hunger,Fading Shrimp,Romance,1991,R,64,54,83,25,143,36.3189,-114.2553,Arizona
An Eye Despite Respect,Huge Fish,Romance,1998,R,116,71,51,46,1648,37.61955,-82.16875,Kentucky
